"Step","MIFL - test_acc3","MIFL - test_acc3__MIN","MIFL - test_acc3__MAX","Missing-modal FedAvg - test_acc3","Missing-modal FedAvg - test_acc3__MIN","Missing-modal FedAvg - test_acc3__MAX","FedMSplit - test_acc3","FedMSplit - test_acc3__MIN","FedMSplit - test_acc3__MAX","FedAvg - test_acc3","FedAvg - test_acc3__MIN","FedAvg - test_acc3__MAX"
"409","0.748","0.748","0.748","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.658","0.658","0.658","0.474","0.474","0.474"
"410","0.764","0.764","0.764","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.652","0.652","0.652","0.472","0.472","0.472"
"411","0.756","0.756","0.756","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.648","0.648","0.648","0.474","0.474","0.474"
"412","0.758","0.758","0.758","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.656","0.656","0.656","0.498","0.498","0.498"
"413","0.76","0.76","0.76","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.652","0.652","0.652","0.464","0.464","0.464"
"414","0.744","0.744","0.744","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.68","0.68","0.68","0.486","0.486","0.486"
"415","0.752","0.752","0.752","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.65","0.65","0.65","0.472","0.472","0.472"
"416","0.764","0.764","0.764","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.656","0.656","0.656","0.474","0.474","0.474"
"417","0.75","0.75","0.75","0.755359394703657","0.755359394703657","0.755359394703657","0.686","0.686","0.686","0.486","0.486","0.486"
"418","0.742","0.742","0.742","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.656","0.656","0.656","0.464","0.464","0.464"
"419","0.772","0.772","0.772","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.67","0.67","0.67","0.474","0.474","0.474"
"420","0.772","0.772","0.772","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.646","0.646","0.646","0.48","0.48","0.48"
"421","0.76","0.76","0.76","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.652","0.652","0.652","0.464","0.464","0.464"
"422","0.748","0.748","0.748","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.648","0.648","0.648","0.484","0.484","0.484"
"423","0.748","0.748","0.748","0.755359394703657","0.755359394703657","0.755359394703657","0.65","0.65","0.65","0.5","0.5","0.5"
"424","0.75","0.75","0.75","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.678","0.678","0.678","0.476","0.476","0.476"
"425","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.674","0.674","0.674","0.46","0.46","0.46"
"426","0.746","0.746","0.746","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.656","0.656","0.656","0.448","0.448","0.448"
"427","0.766","0.766","0.766","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.64","0.64","0.64","0.436","0.436","0.436"
"428","0.76","0.76","0.76","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.66","0.66","0.66","0.436","0.436","0.436"
"429","0.734","0.734","0.734","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.642","0.642","0.642","0.484","0.484","0.484"
"430","0.756","0.756","0.756","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.668","0.668","0.668","0.452","0.452","0.452"
"431","0.748","0.748","0.748","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.632","0.632","0.632","0.45","0.45","0.45"
"432","0.764","0.764","0.764","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.688","0.688","0.688","0.462","0.462","0.462"
"433","0.768","0.768","0.768","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.676","0.676","0.676","0.466","0.466","0.466"
"434","0.76","0.76","0.76","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.642","0.642","0.642","0.434","0.434","0.434"
"435","0.76","0.76","0.76","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.65","0.65","0.65","0.476","0.476","0.476"
"436","0.752","0.752","0.752","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.66","0.66","0.66","0.444","0.444","0.444"
"437","0.736","0.736","0.736","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.642","0.642","0.642","0.508","0.508","0.508"
"438","0.746","0.746","0.746","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.66","0.66","0.66","0.464","0.464","0.464"
"439","0.764","0.764","0.764","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.656","0.656","0.656","0.472","0.472","0.472"
"440","0.764","0.764","0.764","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.678","0.678","0.678","0.468","0.468","0.468"
"441","0.754","0.754","0.754","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.644","0.644","0.644","0.48","0.48","0.48"
"442","0.76","0.76","0.76","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.632","0.632","0.632","0.49","0.49","0.49"
"443","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.658","0.658","0.658","0.49","0.49","0.49"
"444","0.766","0.766","0.766","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.662","0.662","0.662","0.502","0.502","0.502"
"445","0.752","0.752","0.752","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.648","0.648","0.648","0.472","0.472","0.472"
"446","0.762","0.762","0.762","0.755359394703657","0.755359394703657","0.755359394703657","0.646","0.646","0.646","0.486","0.486","0.486"
"447","0.744","0.744","0.744","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.636","0.636","0.636","0.462","0.462","0.462"
"448","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.63","0.63","0.63","0.464","0.464","0.464"
"449","0.756","0.756","0.756","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.65","0.65","0.65","0.468","0.468","0.468"
"450","0.76","0.76","0.76","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.616","0.616","0.616","0.448","0.448","0.448"
"451","0.762","0.762","0.762","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.642","0.642","0.642","0.47","0.47","0.47"
"452","0.758","0.758","0.758","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.65","0.65","0.65","0.48","0.48","0.48"
"453","0.754","0.754","0.754","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.65","0.65","0.65","0.452","0.452","0.452"
"454","0.734","0.734","0.734","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.642","0.642","0.642","0.466","0.466","0.466"
"455","0.76","0.76","0.76","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.638","0.638","0.638","0.458","0.458","0.458"
"456","0.762","0.762","0.762","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.646","0.646","0.646","0.504","0.504","0.504"
"457","0.752","0.752","0.752","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.652","0.652","0.652","0.492","0.492","0.492"
"458","0.758","0.758","0.758","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.66","0.66","0.66","0.49","0.49","0.49"
"459","0.75","0.75","0.75","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.638","0.638","0.638","0.492","0.492","0.492"
"460","0.736","0.736","0.736","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.674","0.674","0.674","0.474","0.474","0.474"
"461","0.756","0.756","0.756","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.666","0.666","0.666","0.474","0.474","0.474"
"462","0.756","0.756","0.756","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.65","0.65","0.65","0.478","0.478","0.478"
"463","0.756","0.756","0.756","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.632","0.632","0.632","0.478","0.478","0.478"
"464","0.75","0.75","0.75","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.632","0.632","0.632","0.452","0.452","0.452"
"465","0.746","0.746","0.746","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.608","0.608","0.608","0.468","0.468","0.468"
"466","0.744","0.744","0.744","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.642","0.642","0.642","0.452","0.452","0.452"
"467","0.764","0.764","0.764","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.65","0.65","0.65","0.486","0.486","0.486"
"468","0.756","0.756","0.756","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.642","0.642","0.642","0.468","0.468","0.468"
"469","0.752","0.752","0.752","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.672","0.672","0.672","0.448","0.448","0.448"
"470","0.75","0.75","0.75","0.776796973518285","0.776796973518285","0.776796973518285","0.646","0.646","0.646","0.452","0.452","0.452"
"471","0.766","0.766","0.766","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.67","0.67","0.67","0.446","0.446","0.446"
"472","0.76","0.76","0.76","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.67","0.67","0.67","0.44","0.44","0.44"
"473","0.762","0.762","0.762","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.664","0.664","0.664","0.46","0.46","0.46"
"474","0.752","0.752","0.752","0.7402269861286255","0.7402269861286255","0.7402269861286255","0.654","0.654","0.654","0.49","0.49","0.49"
"475","0.746","0.746","0.746","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.67","0.67","0.67","0.456","0.456","0.456"
"476","0.768","0.768","0.768","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.652","0.652","0.652","0.466","0.466","0.466"
"477","0.768","0.768","0.768","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.676","0.676","0.676","0.456","0.456","0.456"
"478","0.744","0.744","0.744","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.654","0.654","0.654","0.438","0.438","0.438"
"479","0.764","0.764","0.764","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.652","0.652","0.652","0.44","0.44","0.44"
"480","0.782","0.782","0.782","0.776796973518285","0.776796973518285","0.776796973518285","0.678","0.678","0.678","0.422","0.422","0.422"
"481","0.762","0.762","0.762","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.664","0.664","0.664","0.444","0.444","0.444"
"482","0.746","0.746","0.746","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.662","0.662","0.662","0.444","0.444","0.444"
"483","0.774","0.774","0.774","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.66","0.66","0.66","0.464","0.464","0.464"
"484","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.666","0.666","0.666","0.46","0.46","0.46"
"485","0.752","0.752","0.752","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.644","0.644","0.644","0.478","0.478","0.478"
"486","0.738","0.738","0.738","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.672","0.672","0.672","0.49","0.49","0.49"
"487","0.756","0.756","0.756","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.646","0.646","0.646","0.502","0.502","0.502"
"488","0.742","0.742","0.742","0.755359394703657","0.755359394703657","0.755359394703657","0.622","0.622","0.622","0.476","0.476","0.476"
"489","0.76","0.76","0.76","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.668","0.668","0.668","0.468","0.468","0.468"
"490","0.736","0.736","0.736","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.674","0.674","0.674","0.474","0.474","0.474"
"491","0.744","0.744","0.744","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.658","0.658","0.658","0.454","0.454","0.454"
"492","0.766","0.766","0.766","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.616","0.616","0.616","0.448","0.448","0.448"
"493","0.764","0.764","0.764","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.636","0.636","0.636","0.468","0.468","0.468"
"494","0.756","0.756","0.756","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.658","0.658","0.658","0.462","0.462","0.462"
"495","0.758","0.758","0.758","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.666","0.666","0.666","0.472","0.472","0.472"
"496","0.782","0.782","0.782","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.636","0.636","0.636","0.466","0.466","0.466"
"497","0.772","0.772","0.772","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.654","0.654","0.654","0.48","0.48","0.48"
"498","0.748","0.748","0.748","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.648","0.648","0.648","0.474","0.474","0.474"
"499","0.768","0.768","0.768","0.776796973518285","0.776796973518285","0.776796973518285","0.68","0.68","0.68","0.476","0.476","0.476"
